plate,part,posX,posY,rotation
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_mirror_x2_Rev1.stl,214.5,117,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_b_x2_Rev1.STL,105,155.5,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\b_drive_frame_upper_x1_Rev1.STL,67,188.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,214.5,118,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_idler_spacer_x2_Rev1.STL,35.5,51.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_bottom_Rev1.STL,191,166,90
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\front_drive_plate_rev1.STL,253,158.5,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,10.5,139.5,180
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\top_plate_rev1.stl,260.5,108.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,76,195.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,225.5,178.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_x2_Rev1.STL,176,216,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_x2_Rev1.STL,42,242,0
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\rear_drive_plate_rev1.STL,241,210,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_lhs_x1_Rev1.STL,181,249.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_top_Rev1.STL,1,1,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_center_x2_Rev1.stl,176,217.5,0
1,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\left_side_plate_a_rev1.stl,85.5,225.5,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\meanwell_lrs_bracket_b_x1_Rev2.stl,120.5,248,180
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,246.5,239,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_1_x2_Rev1.STL,48,51.5,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_toothed_idler_spacer_2_x2_Rev1.STL,264.5,37,90
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_probe_retainer_PL0#_probe_x1_Rev1.STL,126.5,222,270
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_offset_x2_Rev1.stl,42,243.5,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_center_x2_Rev1.stl,116,251.5,0
1,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Bottom_Skirts_+_Decorative_Parts\Skirts\mains_plug_panel_filtered_x1_Rev1.STL,1,1,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\meanwell_rs_25_##_mounting_bracket_x1_Rev1.STL,49,21.5,90
2,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\frame_spacer_rev1.stl,140,10,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\right_xy_joint_bottom_Rev1.STL,218,25,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\a_drive_frame_upper_x1_Rev1.STL,78,43.5,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\rpi_mounting_bracket_x1_Rev1.stl,184.5,80,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_rhs_x1_Rev1.STL,51,83.5,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_middle_Rev1.STL,143.5,89,0
2,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\left_side_plate_b_rev1.stl,49.5,20,180
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Front_Idlers\front_idler_a_lower_x1_Rev1.STL,246.5,89,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_b_x2_Rev1.STL,49,135.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_mirror_a_x2_Rev1.STL,195,123.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_mirror_x2_Rev1.stl,123,158.5,270
2,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\base_rev1.stl,189,188,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_a_x2_Rev1.STL,32.5,195.5,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\right_xy_joint_middle_Rev1.STL,91.5,200,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_microswitch_endstop_board_cover_x1_Rev1.STL,244,145.5,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_zipchain_bar_+20mm_x1_Rev1.STL,164,34.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Endstop\microswitch_pulley_housing_mg2t_20t_x1_Rev1.STL,155,121.5,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\connector_cover_b_x1_Rev1.stl,244,220.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Front_Idlers\front_idler_b_upper_x1_Rev1.STL,140.5,231.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Endstop\keyed_back_panel_x1_Rev1.STL,16,233.5,0
2,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\right_side_plate_a_rev1.stl,7.5,32,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\right_xy_joint_top_Rev1.STL,74,243,270
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_mirror_b_x2_Rev1.STL,49.5,36,270
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\b_drive_frame_lower_x1_Rev1.STL,166,28,0
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\a_drive_frame_lower_x1_Rev1.stl,239,74,0
